# AEGIS V2 Universe Manifest — 2026-04-04 — Source: config/contracts.toml
symbol,exchange,sec_type,currency,leverage,sector
INCH.L,LSE,STK,GBP,1,Retail
INF.L,LSE,STK,GBP,1,Media
INPP.L,LSE,STK,GBP,1,Finance
INVP.L,LSE,STK,GBP,1,Finance
IPF.L,LSE,STK,GBP,1,Finance
IPO.L,LSE,STK,GBP,1,Finance
ITH.L,LSE,STK,GBP,1,Oil_Gas_Producers
ITRK.L,LSE,STK,GBP,1,Services
ITV.L,LSE,STK,GBP,1,Media
IWG.L,LSE,STK,GBP,1,Services
JAM.L,LSE,STK,GBP,1,Investment_Trusts
JD..L,LSE,STK,GBP,1,Retail
JD.L,LSE,STK,GBP,1,General_retailers
JDW.L,LSE,STK,GBP,1,Travel_Leisure
JEDT.L,LSE,STK,GBP,1,Investment_Trusts
JEGI.L,LSE,STK,GBP,1,Investment_Trusts
JEMI.L,LSE,STK,GBP,1,Investment_Trusts
JFJ.L,LSE,STK,GBP,1,Investment_Trusts
JGGI.L,LSE,STK,GBP,1,Investment_Trusts
JII.L,LSE,STK,GBP,1,Investment_Trusts
JMAT.L,LSE,STK,GBP,1,Chemicals
JMG.L,LSE,STK,GBP,1,Investment_Trusts
JSG.L,LSE,STK,GBP,1,Services
JTC.L,LSE,STK,GBP,1,Finance
JUP.L,LSE,STK,GBP,1,Finance
JUST.L,LSE,STK,GBP,1,Insurance
KGF.L,LSE,STK,GBP,1,Retail
KIE.L,LSE,STK,GBP,1,Construction
KLR.L,LSE,STK,GBP,1,Construction
KMR.L,LSE,STK,GBP,1,Mining
KNOS.L,LSE,STK,GBP,1,Technology
LAND.L,LSE,STK,GBP,1,REITs
LGEN.L,LSE,STK,GBP,1,Insurance
LIO.L,LSE,STK,GBP,1,Asset_Management
LLOY.L,LSE,STK,GBP,1,Banks
LMP.L,LSE,STK,GBP,1,REITs
LRE.L,LSE,STK,GBP,1,Insurance
LSE.L,LSE,STK,GBP,1,Finance
LSEG.L,LSE,STK,GBP,1,Financial_services
LSL.L,LSE,STK,GBP,1,Real_Estate
LUCE.L,LSE,STK,GBP,1,Electrical_Equipment_Parts
LWDB.L,LSE,STK,GBP,1,Investment_Trusts
MAB.L,LSE,STK,GBP,1,Travel_Leisure
MACF.L,LSE,STK,GBP,1,Packaging_Containers
MARS.L,LSE,STK,GBP,1,Restaurants
MEGP.L,LSE,STK,GBP,1,Leisure
MER.L,LSE,STK,GBP,1,Personal_Services
MGAM.L,LSE,STK,GBP,1,Electronics
MGNS.L,LSE,STK,GBP,1,Construction
MKS.L,LSE,STK,GBP,1,Food_Drug_Retailing
MNDI.L,LSE,STK,GBP,1,Containers_Packaging
MNG.L,LSE,STK,GBP,1,Finance
MNKS.L,LSE,STK,GBP,1,Investment_Trusts
MNTN.L,LSE,STK,GBP,1,Investment_Trusts
MONY.L,LSE,STK,GBP,1,Media
MOON.L,LSE,STK,GBP,1,Retail
MOTR.L,LSE,STK,GBP,1,Auto_Truck_Dealerships
MRC.L,LSE,STK,GBP,1,Collective_Investments
MRCH.L,LSE,STK,GBP,1,Investment_Trusts
MRO.L,LSE,STK,GBP,1,Aerospace_Defense
MSLH.L,LSE,STK,GBP,1,Construction
MTLN.L,LSE,STK,GBP,1,Utilities
MTO.L,LSE,STK,GBP,1,Services
MTRO.L,LSE,STK,GBP,1,Banks
MUT.L,LSE,STK,GBP,1,Investment_Trusts
MYI.L,LSE,STK,GBP,1,Investment_Trusts
N91.L,LSE,STK,GBP,1,Finance
NAS.L,LSE,STK,GBP,1,Investment_Trusts
NBPE.L,LSE,STK,GBP,1,Collective_Investments
NCC.L,LSE,STK,GBP,1,Technology
NG..L,LSE,STK,GBP,1,Utilities
NG.L,LSE,STK,GBP,1,Multiline_utilities
NRR.L,LSE,STK,GBP,1,Reit
NWG.L,LSE,STK,GBP,1,Banks
NXR.L,LSE,STK,GBP,1,Building_Products_Equipment
NXT.L,LSE,STK,GBP,1,Retail
OCDO.L,LSE,STK,GBP,1,Retail
OCI.L,LSE,STK,GBP,1,Investment_Trusts
OCN.L,LSE,STK,GBP,1,Marine_Shipping
ONT.L,LSE,STK,GBP,1,Healthcare
OSB.L,LSE,STK,GBP,1,Banks
OTB.L,LSE,STK,GBP,1,Travel_Services
OXB.L,LSE,STK,GBP,1,Pharma
OXIG.L,LSE,STK,GBP,1,Electronics
PAF.L,LSE,STK,GBP,1,Mining
PAG.L,LSE,STK,GBP,1,Finance
PAGE.L,LSE,STK,GBP,1,Services
PCA.L,LSE,STK,GBP,1,Reit
PCGH.L,LSE,STK,GBP,1,Investment_Trusts
PCT.L,LSE,STK,GBP,1,Investment_trusts
PDL.L,LSE,STK,GBP,1,Mining
PETS.L,LSE,STK,GBP,1,Retail
PEY.L,LSE,STK,GBP,1,Investment_Trusts
PFD.L,LSE,STK,GBP,1,Retail
PHAR.L,LSE,STK,GBP,1,Oil_Gas_Ep
PHI.L,LSE,STK,GBP,1,Investment_Trusts
PHP.L,LSE,STK,GBP,1,REITs
PIN.L,LSE,STK,GBP,1,Equity_Investments
PINT.L,LSE,STK,GBP,1,Investment_Trusts
PLUS.L,LSE,STK,GBP,1,Finance
PNL.L,LSE,STK,GBP,1,Investment_Trusts
PNN.L,LSE,STK,GBP,1,Utilities
POLN.L,LSE,STK,GBP,1,Finance
PPET.L,LSE,STK,GBP,1,Finance
PPH.L,LSE,STK,GBP,1,Travel_Leisure
PRN.L,LSE,STK,GBP,1,Food_And_Drink
PRU.L,LSE,STK,GBP,1,Insurance
PRV.L,LSE,STK,GBP,1,Pollution_Treatment_Controls
PSH.L,LSE,STK,GBP,1,Finance
PSN.L,LSE,STK,GBP,1,Consumer_Goods
PSON.L,LSE,STK,GBP,1,Media
PTEC.L,LSE,STK,GBP,1,Technology
QLT.L,LSE,STK,GBP,1,Finance
QQ..L,LSE,STK,GBP,1,Aerospace_Defense
QQ.L,LSE,STK,GBP,1,Aerospace_&_Defence
RAT.L,LSE,STK,GBP,1,Finance
RB..L,LSE,STK,GBP,1,Consumer_Goods
RCH.L,LSE,STK,GBP,1,Publishing
RCP.L,LSE,STK,GBP,1,Investment_Trusts
RDSB.L,LSE,STK,GBP,1,Energy
REC.L,LSE,STK,GBP,1,Asset_Management
REL.L,LSE,STK,GBP,1,Media
RHIM.L,LSE,STK,GBP,1,Services
RICA.L,LSE,STK,GBP,1,Investment_Trusts
RIO.L,LSE,STK,GBP,1,Mining
RKT.L,LSE,STK,GBP,1,Household_goods_&_home_construction
RMV.L,LSE,STK,GBP,1,Media
RNK.L,LSE,STK,GBP,1,Travel_Leisure
ROR.L,LSE,STK,GBP,1,Engineering
RPI.L,LSE,STK,GBP,1,Technology
RR..L,LSE,STK,GBP,1,Aerospace_Defense
RR.L,LSE,STK,GBP,1,Aerospace_&_defence
RS1.L,LSE,STK,GBP,1,Industrials
RSW.L,LSE,STK,GBP,1,Electronics
RTO.L,LSE,STK,GBP,1,Services
RTW.L,LSE,STK,GBP,1,Investment_Trusts
RWA.L,LSE,STK,GBP,1,Staffing_Employment_Services
SAFE.L,LSE,STK,GBP,1,REITs
SAGA.L,LSE,STK,GBP,1,Travel_Leisure
SAIN.L,LSE,STK,GBP,1,Investment_Trusts
SBRE.L,LSE,STK,GBP,1,Insurance
SBRY.L,LSE,STK,GBP,1,Food_Drug_Retailing
SCT.L,LSE,STK,GBP,1,Technology
SDLF.L,LSE,STK,GBP,1,Insurance
SDP.L,LSE,STK,GBP,1,Investment_Trusts
SDR.L,LSE,STK,GBP,1,Finance
SDY.L,LSE,STK,GBP,1,Rental_Leasing_Services
SEIT.L,LSE,STK,GBP,1,Energy
SEQI.L,LSE,STK,GBP,1,Finance
SFR.L,LSE,STK,GBP,1,Engineering_Construction
SGE.L,LSE,STK,GBP,1,Technology
SGRO.L,LSE,STK,GBP,1,REITs
SHAW.L,LSE,STK,GBP,1,Banks
SHC.L,LSE,STK,GBP,1,REITs
SHEL.L,LSE,STK,GBP,1,Oil_&_gas_producers
SHI.L,LSE,STK,GBP,1,Industrial_Distribution
SMIN.L,LSE,STK,GBP,1,Industrials
SMT.L,LSE,STK,GBP,1,Collective_investments
SMWH.L,LSE,STK,GBP,1,Retail
SN..L,LSE,STK,GBP,1,Healthcare
SN.L,LSE,STK,GBP,1,Health_care_equipment_&_supplies
SNR.L,LSE,STK,GBP,1,Aerospace_Defense
SNWS.L,LSE,STK,GBP,1,Publishing
SOI.L,LSE,STK,GBP,1,Finance
SPI.L,LSE,STK,GBP,1,Healthcare
SPX.L,LSE,STK,GBP,1,Engineering
SRE.L,LSE,STK,GBP,1,Real_Estate
SRP.L,LSE,STK,GBP,1,Services
SSE.L,LSE,STK,GBP,1,Utilities
SSPG.L,LSE,STK,GBP,1,Retail
STAN.L,LSE,STK,GBP,1,Finance
STB.L,LSE,STK,GBP,1,Banks
STJ.L,LSE,STK,GBP,1,Finance
STVG.L,LSE,STK,GBP,1,Broadcasting
SUPR.L,LSE,STK,GBP,1,REITs
SUS.L,LSE,STK,GBP,1,Credit_Services
SVS.L,LSE,STK,GBP,1,Real_Estate
SVT.L,LSE,STK,GBP,1,Utilities
SYNC.L,LSE,STK,GBP,1,Pharma
SYNT.L,LSE,STK,GBP,1,Chemicals
TATE.L,LSE,STK,GBP,1,Food
TBCG.L,LSE,STK,GBP,1,Banks
TCAP.L,LSE,STK,GBP,1,Services
TEM.L,LSE,STK,GBP,1,Investment_Trusts
TEP.L,LSE,STK,GBP,1,Telecomms
TET.L,LSE,STK,GBP,1,Chemicals
TFIF.L,LSE,STK,GBP,1,Investment_Trusts
THG.L,LSE,STK,GBP,1,Personal_Products
THRG.L,LSE,STK,GBP,1,Equity_Investments
THRL.L,LSE,STK,GBP,1,REITs
TMPL.L,LSE,STK,GBP,1,Collective_Investments
TPK.L,LSE,STK,GBP,1,Services
TPT.L,LSE,STK,GBP,1,Home_Improvement_Retail
TRI.L,LSE,STK,GBP,1,Tools_Accessories
TRIG.L,LSE,STK,GBP,1,Investment_Trusts
TRN.L,LSE,STK,GBP,1,Transport
TRST.L,LSE,STK,GBP,1,Technology
TRY.L,LSE,STK,GBP,1,Investment_Trusts
TSCO.L,LSE,STK,GBP,1,Food_Drug_Retailing
TTG.L,LSE,STK,GBP,1,Electronic_Components
TW..L,LSE,STK,GBP,1,Consumer_Goods
TW.L,LSE,STK,GBP,1,Household_goods_&_home_construction
UEM.L,LSE,STK,GBP,1,Investment_Trusts
UKW.L,LSE,STK,GBP,1,Utilities
ULTP.L,LSE,STK,GBP,1,Consumer_Goods
ULVR.L,LSE,STK,GBP,1,Consumer_Goods
USA.L,LSE,STK,GBP,1,Investment_Trusts
UTG.L,LSE,STK,GBP,1,REITs
UU..L,LSE,STK,GBP,1,Utilities
UU.L,LSE,STK,GBP,1,Multiline_utilities
VANQ.L,LSE,STK,GBP,1,Credit_Services
VCT.L,LSE,STK,GBP,1,Chemicals
VEIL.L,LSE,STK,GBP,1,Finance
VID.L,LSE,STK,GBP,1,Consumer_Electronics
VOD.L,LSE,STK,GBP,1,Telecommunications
VOF.L,LSE,STK,GBP,1,Finance
VSVS.L,LSE,STK,GBP,1,Industrials
VTY.L,LSE,STK,GBP,1,Home_Construction
WEIR.L,LSE,STK,GBP,1,Industrials
WIX.L,LSE,STK,GBP,1,Retail
WIZZ.L,LSE,STK,GBP,1,Travel_Leisure
WKP.L,LSE,STK,GBP,1,REITs
WOSG.L,LSE,STK,GBP,1,Consumer_Goods
WPP.L,LSE,STK,GBP,1,Media
WTB.L,LSE,STK,GBP,1,Retail_Hospitality
WWH.L,LSE,STK,GBP,1,Investment_Trusts
XAR.L,LSE,STK,GBP,1,Computer_Hardware
XPP.L,LSE,STK,GBP,1,Electrical_Equipment_Parts
XPS.L,LSE,STK,GBP,1,Finance
ZIG.L,LSE,STK,GBP,1,Services
ZTF.L,LSE,STK,GBP,1,Chemicals
3HCL.L,LSEETF,STK,USD,3,Commodities
3LAA.L,LSEETF,STK,USD,3,Single_Stock
3LAL.L,LSEETF,STK,GBP,3,Single_Stock
3LAM.L,LSEETF,STK,USD,3,Single_Stock
3LAP.L,LSEETF,STK,USD,3,Single_Stock
3LAZ.L,LSEETF,STK,GBP,3,Single_Stock
3LBA.L,LSEETF,STK,GBP,3,Single_Stock
3LFB.L,LSEETF,STK,USD,3,Single_Stock
3LGO.L,LSEETF,STK,GBP,3,Commodities
3LMI.L,LSEETF,STK,USD,3,Single_Stock
3LMS.L,LSEETF,STK,USD,3,Single_Stock
3LNE.L,LSEETF,STK,GBP,3,Unknown
3LNV.L,LSEETF,STK,USD,3,Single_Stock
3LPA.L,LSEETF,STK,GBP,3,Unknown
3LRI.L,LSEETF,STK,GBP,3,Single_Stock
3LRR.L,LSEETF,STK,GBP,3,Single_Stock
3LSI.L,LSEETF,STK,GBP,3,Commodities
3LTS.L,LSEETF,STK,USD,3,Single_Stock
3LUS.L,LSEETF,STK,GBP,3,US_Broad
3NVD.L,LSEETF,STK,GBP,3,Semiconductors
3SAM.L,LSEETF,STK,GBP,3,Single_Stock
3SAP.L,LSEETF,STK,USD,3,Single_Stock
3SEM.L,LSEETF,STK,USD,3,Semiconductors
3SIL.L,LSEETF,STK,USD,3,Commodities
3SIN.L,LSEETF,STK,GBP,3,Unknown
3SMS.L,LSEETF,STK,USD,3,Single_Stock
3SNE.L,LSEETF,STK,GBP,3,Unknown
3SNV.L,LSEETF,STK,USD,3,Single_Stock
3SPA.L,LSEETF,STK,GBP,3,Unknown
3STS.L,LSEETF,STK,USD,3,Single_Stock
3TSL.L,LSEETF,STK,GBP,3,Single_Stock
3USL.L,LSEETF,STK,USD,3,US_Broad
3USS.L,LSEETF,STK,USD,3,US_Broad
5LUS.L,LSEETF,STK,GBP,5,US_Broad
5SPE.L,LSEETF,STK,GBP,5,Unknown
5SPY.L,LSEETF,STK,GBP,5,US_Broad
5ULS.L,LSEETF,STK,GBP,5,US_Broad
5USL.L,LSEETF,STK,USD,5,US_Broad
5USS.L,LSEETF,STK,USD,5,US_Broad
AAU.L,LSEETF,STK,GBP,1,Unknown
AAZ.L,LSEETF,STK,GBP,1,Unknown
ACSO.L,LSEETF,STK,GBP,1,Unknown
ALT.L,LSEETF,STK,GBP,1,Unknown
AMD3.L,LSEETF,STK,USD,3,Semiconductors
ANIC.L,LSEETF,STK,GBP,1,Unknown
ARM3.L,LSEETF,STK,USD,3,Semiconductors
ASC.L,LSEETF,STK,GBP,1,Unknown
ATG.L,LSEETF,STK,GBP,1,Unknown
ATM.L,LSEETF,STK,GBP,1,Unknown
AXS.L,LSEETF,STK,GBP,1,Unknown
BBH.L,LSEETF,STK,GBP,1,Unknown
BHP.L,LSEETF,STK,GBP,1,Unknown
BIG.L,LSEETF,STK,GBP,1,Unknown
BRK.L,LSEETF,STK,GBP,1,Unknown
BUR.L,LSEETF,STK,GBP,1,Unknown
COG.L,LSEETF,STK,GBP,1,Unknown
CREI.L,LSEETF,STK,GBP,1,Unknown
CRH.L,LSEETF,STK,GBP,1,Unknown
CRN.L,LSEETF,STK,GBP,1,Unknown
CRW.L,LSEETF,STK,GBP,1,Unknown
DOTD.L,LSEETF,STK,GBP,1,Unknown
ESNT.L,LSEETF,STK,GBP,1,Unknown
FAR.L,LSEETF,STK,GBP,1,Unknown
FARN.L,LSEETF,STK,GBP,1,Unknown
FDM.L,LSEETF,STK,GBP,1,Unknown
FERG.L,LSEETF,STK,GBP,1,Unknown
FLTR.L,LSEETF,STK,GBP,1,Unknown
FUTR.L,LSEETF,STK,GBP,1,Unknown
GENL.L,LSEETF,STK,GBP,1,Unknown
GPT3.L,LSEETF,STK,USD,3,Technology
IPX.L,LSEETF,STK,GBP,1,Unknown
IXI.L,LSEETF,STK,GBP,1,Unknown
JEL.L,LSEETF,STK,GBP,1,Unknown
JET2.L,LSEETF,STK,GBP,1,Unknown
JHD.L,LSEETF,STK,GBP,1,Unknown
JLEN.L,LSEETF,STK,GBP,1,Unknown
KETL.L,LSEETF,STK,GBP,1,Unknown
LQQ3.L,LSEETF,STK,GBP,3,Technology
LQQS.L,LSEETF,STK,GBP,3,Technology
LQS5.L,LSEETF,STK,GBP,5,Technology
MAG7.L,LSEETF,STK,USD,3,Technology
MAI.L,LSEETF,STK,GBP,1,Unknown
MCB.L,LSEETF,STK,GBP,1,Unknown
MU2.L,LSEETF,STK,USD,2,Semiconductors
NESF.L,LSEETF,STK,GBP,1,Unknown
NVD3.L,LSEETF,STK,USD,3,Semiconductors
NVDS.L,LSEETF,STK,USD,3,Semiconductors
OBD.L,LSEETF,STK,GBP,1,Unknown
ORIT.L,LSEETF,STK,GBP,1,Unknown
PAY.L,LSEETF,STK,GBP,1,Unknown
PHNX.L,LSEETF,STK,GBP,1,Unknown
PINE.L,LSEETF,STK,GBP,1,Unknown
POW.L,LSEETF,STK,GBP,1,Unknown
QQQ3.L,LSEETF,STK,USD,3,Technology
QQQ5.L,LSEETF,STK,USD,5,Technology
QQQS.L,LSEETF,STK,USD,3,Technology
QS5L.L,LSEETF,STK,USD,5,Technology
QS5S.L,LSEETF,STK,USD,5,Technology
RWS.L,LSEETF,STK,GBP,1,Unknown
SEPL.L,LSEETF,STK,GBP,1,Unknown
SKG.L,LSEETF,STK,GBP,1,Unknown
SQS5.L,LSEETF,STK,GBP,5,Technology
SREI.L,LSEETF,STK,GBP,1,Unknown
STEM.L,LSEETF,STK,GBP,1,Unknown
TRB.L,LSEETF,STK,GBP,1,Unknown
TSL3.L,LSEETF,STK,USD,3,Single_Stock
TSLS.L,LSEETF,STK,USD,3,Single_Stock
TSM3.L,LSEETF,STK,USD,3,Semiconductors
YOU.L,LSEETF,STK,GBP,1,Unknown
ZPHR.L,LSEETF,STK,GBP,1,Unknown
A17U,SGX,STK,SGD,1,Real_Estate
C09,SGX,STK,SGD,1,Real_Estate
C38U,SGX,STK,SGD,1,Real_Estate
C52,SGX,STK,SGD,1,Transport
D05,SGX,STK,SGD,1,Finance
F34,SGX,STK,SGD,1,Industrial
O39,SGX,STK,SGD,1,Finance
S68,SGX,STK,SGD,1,Finance
U11,SGX,STK,SGD,1,Finance
Y92,SGX,STK,SGD,1,Consumer
Z74,SGX,STK,SGD,1,Telecom
A,SMART,STK,USD,1,Health_Care
AAL,SMART,STK,USD,1,Unknown
AAMI,SMART,STK,USD,1,Unknown
AAOI,SMART,STK,USD,1,Unknown
AAON,SMART,STK,USD,1,Unknown
AAP,SMART,STK,USD,1,Unknown
AAPG,SMART,STK,USD,1,Unknown
AAPL,SMART,STK,USD,1,Technology
AARD,SMART,STK,USD,1,Unknown
AAT,SMART,STK,USD,1,Unknown
ABAT,SMART,STK,USD,1,Unknown
ABBN.SW,SMART,STK,USD,1,Unknown
ABBV,SMART,STK,USD,1,Healthcare
ABCB,SMART,STK,USD,1,Unknown
ABCL,SMART,STK,USD,1,Unknown
ABEO,SMART,STK,USD,1,Unknown
ABG,SMART,STK,USD,1,Unknown
ABM,SMART,STK,USD,1,Unknown
ABNB,SMART,STK,USD,1,Technology
ABOS,SMART,STK,USD,1,Unknown
ABR,SMART,STK,USD,1,Unknown
ABSI,SMART,STK,USD,1,Unknown
ABT,SMART,STK,USD,1,Health_Care
ABTC,SMART,STK,USD,1,Unknown
ABUS,SMART,STK,USD,1,Unknown
ABVX,SMART,STK,USD,1,Unknown
ABX,SMART,STK,USD,1,Unknown
ABX.TO,SMART,STK,USD,1,Unknown
ACA,SMART,STK,USD,1,Unknown
ACAD,SMART,STK,USD,1,Unknown
ACB,SMART,STK,USD,1,Unknown
ACCO,SMART,STK,USD,1,Unknown
ACDC,SMART,STK,USD,1,Unknown
ACEL,SMART,STK,USD,1,Unknown
ACGL,SMART,STK,USD,1,Financials
ACGLN,SMART,STK,USD,1,Unknown
ACGLO,SMART,STK,USD,1,Unknown
ACH,SMART,STK,USD,1,Unknown
ACHC,SMART,STK,USD,1,Unknown
ACHR,SMART,STK,USD,1,Unknown
ACHV,SMART,STK,USD,1,Unknown
ACIC,SMART,STK,USD,1,Unknown
ACIU,SMART,STK,USD,1,Unknown
ACIW,SMART,STK,USD,1,Unknown
ACLS,SMART,STK,USD,1,Unknown
ACLX,SMART,STK,USD,1,Unknown
ACMR,SMART,STK,USD,1,Unknown
ACN,SMART,STK,USD,1,Information_Technology
ACNB,SMART,STK,USD,1,Unknown
ACNT,SMART,STK,USD,1,Unknown
ACOG,SMART,STK,USD,1,Unknown
ACR,SMART,STK,USD,1,Unknown
ACRE,SMART,STK,USD,1,Unknown
ACRS,SMART,STK,USD,1,Unknown
ACT,SMART,STK,USD,1,Unknown
ACTG,SMART,STK,USD,1,Unknown
ACTU,SMART,STK,USD,1,Unknown
ACU,SMART,STK,USD,1,Unknown
ACVA,SMART,STK,USD,1,Unknown
ADAG,SMART,STK,USD,1,Unknown
ADAM,SMART,STK,USD,1,Unknown
ADAMI,SMART,STK,USD,1,Unknown
ADAML,SMART,STK,USD,1,Unknown
ADAMM,SMART,STK,USD,1,Unknown
ADAMN,SMART,STK,USD,1,Unknown
ADAMZ,SMART,STK,USD,1,Unknown
ADBE,SMART,STK,USD,1,Technology
ADCT,SMART,STK,USD,1,Unknown
ADEA,SMART,STK,USD,1,Unknown
ADI,SMART,STK,USD,1,Semiconductors
ADM,SMART,STK,USD,1,Consumer_Staples
ADMA,SMART,STK,USD,1,Unknown
ADNT,SMART,STK,USD,1,Unknown
ADP,SMART,STK,USD,1,Industrials
ADPT,SMART,STK,USD,1,Unknown
ADSE,SMART,STK,USD,1,Unknown
ADSK,SMART,STK,USD,1,Information_Technology
ADTN,SMART,STK,USD,1,Unknown
ADUR,SMART,STK,USD,1,Unknown
ADUS,SMART,STK,USD,1,Unknown
ADV,SMART,STK,USD,1,Unknown
AEBI,SMART,STK,USD,1,Unknown
AEC,SMART,STK,USD,1,Unknown
AEE,SMART,STK,USD,1,Utilities
AEHR,SMART,STK,USD,1,Unknown
AEIS,SMART,STK,USD,1,Unknown
AEM.TO,SMART,STK,USD,1,Unknown
AENT,SMART,STK,USD,1,Unknown
AEO,SMART,STK,USD,1,Unknown
AEP,SMART,STK,USD,1,Utilities
AES,SMART,STK,USD,1,Utilities
AESI,SMART,STK,USD,1,Unknown
AEVA,SMART,STK,USD,1,Unknown
AEYE,SMART,STK,USD,1,Unknown
AFBI,SMART,STK,USD,1,Unknown
AFL,SMART,STK,USD,1,Financials
AFRI,SMART,STK,USD,1,Unknown
AFRM,SMART,STK,USD,1,Finance
AFYA,SMART,STK,USD,1,Unknown
AGCC,SMART,STK,USD,1,Unknown
AGEN,SMART,STK,USD,1,Unknown
AGH,SMART,STK,USD,1,Unknown
AGIO,SMART,STK,USD,1,Unknown
AGL,SMART,STK,USD,1,Utilities
AGM,SMART,STK,USD,1,Unknown
AGMB,SMART,STK,USD,1,Unknown
AGNC,SMART,STK,USD,1,Unknown
AGNCL,SMART,STK,USD,1,Unknown
AGNCM,SMART,STK,USD,1,Unknown
AGNCN,SMART,STK,USD,1,Unknown
AGNCO,SMART,STK,USD,1,Unknown
AGNCP,SMART,STK,USD,1,Unknown
AGNCZ,SMART,STK,USD,1,Unknown
AGX,SMART,STK,USD,1,Unknown
AGYS,SMART,STK,USD,1,Unknown
AHCO,SMART,STK,USD,1,Unknown
AHG,SMART,STK,USD,1,Unknown
AHMA,SMART,STK,USD,1,Unknown
AHR,SMART,STK,USD,1,Unknown
AHRT,SMART,STK,USD,1,Unknown
AIFU,SMART,STK,USD,1,Unknown
AIG,SMART,STK,USD,1,Financials
AII,SMART,STK,USD,1,Unknown
AIN,SMART,STK,USD,1,Unknown
AIOT,SMART,STK,USD,1,Unknown
AIP,SMART,STK,USD,1,Unknown
AIRJ,SMART,STK,USD,1,Unknown
AIRO,SMART,STK,USD,1,Unknown
AIRS,SMART,STK,USD,1,Unknown
AISP,SMART,STK,USD,1,Unknown
AIZ,SMART,STK,USD,1,Financials
AJG,SMART,STK,USD,1,Financials
AKAM,SMART,STK,USD,1,Information_Technology
AKBA,SMART,STK,USD,1,Unknown
AKR,SMART,STK,USD,1,Unknown
AKTS,SMART,STK,USD,1,Unknown
ALAB,SMART,STK,USD,1,Unknown
ALB,SMART,STK,USD,1,Materials
ALC.SW,SMART,STK,USD,1,Unknown
ALCO,SMART,STK,USD,1,Unknown
ALDX,SMART,STK,USD,1,Unknown
ALEC,SMART,STK,USD,1,Unknown
ALG,SMART,STK,USD,1,Unknown
ALGM,SMART,STK,USD,1,Unknown
ALGN,SMART,STK,USD,1,Health_Care
ALGT,SMART,STK,USD,1,Unknown
ALH,SMART,STK,USD,1,Unknown
ALHC,SMART,STK,USD,1,Unknown
ALIT,SMART,STK,USD,1,Unknown
ALKS,SMART,STK,USD,1,Unknown
ALKT,SMART,STK,USD,1,Unknown
ALL,SMART,STK,USD,1,Financials
ALLE,SMART,STK,USD,1,Industrials
ALLO,SMART,STK,USD,1,Unknown
ALLT,SMART,STK,USD,1,Unknown
ALM,SMART,STK,USD,1,Unknown
ALMS,SMART,STK,USD,1,Unknown
ALMU,SMART,STK,USD,1,Unknown
ALNT,SMART,STK,USD,1,Unknown
ALNY,SMART,STK,USD,1,Health_Care
ALPS,SMART,STK,USD,1,Unknown
ALRM,SMART,STK,USD,1,Unknown
ALRS,SMART,STK,USD,1,Unknown
ALT,SMART,STK,USD,1,Unknown
ALTG,SMART,STK,USD,1,Unknown
ALTI,SMART,STK,USD,1,Unknown
ALTO,SMART,STK,USD,1,Unknown
ALTS,SMART,STK,USD,1,Unknown
ALVO,SMART,STK,USD,1,Unknown
ALVOW,SMART,STK,USD,1,Unknown
ALX,SMART,STK,USD,1,Unknown
ALXO,SMART,STK,USD,1,Unknown
AMAL,SMART,STK,USD,1,Unknown
AMAT,SMART,STK,USD,1,Semiconductors
AMBA,SMART,STK,USD,1,Unknown
AMBP,SMART,STK,USD,1,Unknown
AMBQ,SMART,STK,USD,1,Unknown
AMBR,SMART,STK,USD,1,Unknown
AMC,SMART,STK,USD,1,Unknown
AMCI,SMART,STK,USD,1,Unknown
AMCR,SMART,STK,USD,1,Materials
AMCX,SMART,STK,USD,1,Unknown
AMD,SMART,STK,USD,1,Semiconductors
AME,SMART,STK,USD,1,Industrials
AMGN,SMART,STK,USD,1,Health_Care
AMKR,SMART,STK,USD,1,Unknown
AMLX,SMART,STK,USD,1,Unknown
AMN,SMART,STK,USD,1,Unknown
AMP,SMART,STK,USD,1,Financials
AMPH,SMART,STK,USD,1,Unknown
AMPL,SMART,STK,USD,1,Unknown
AMPX,SMART,STK,USD,1,Unknown
AMR,SMART,STK,USD,1,Unknown
AMRC,SMART,STK,USD,1,Unknown
AMRN,SMART,STK,USD,1,Unknown
AMRX,SMART,STK,USD,1,Unknown
AMSC,SMART,STK,USD,1,Unknown
AMSF,SMART,STK,USD,1,Unknown
AMT,SMART,STK,USD,1,Real_Estate
AMTB,SMART,STK,USD,1,Unknown
AMTX,SMART,STK,USD,1,Unknown
AMWD,SMART,STK,USD,1,Unknown
AMZN,SMART,STK,USD,1,Technology
ANAB,SMART,STK,USD,1,Unknown
ANDE,SMART,STK,USD,1,Unknown
ANET,SMART,STK,USD,1,Information_Technology
ANF,SMART,STK,USD,1,Unknown
ANGI,SMART,STK,USD,1,Unknown
ANGO,SMART,STK,USD,1,Unknown
ANIK,SMART,STK,USD,1,Unknown
ANIP,SMART,STK,USD,1,Unknown
ANIX,SMART,STK,USD,1,Unknown
ANL,SMART,STK,USD,1,Unknown
ANNA,SMART,STK,USD,1,Unknown
ANNX,SMART,STK,USD,1,Unknown
ANPA,SMART,STK,USD,1,Unknown
ANTA,SMART,STK,USD,1,Unknown
ANTX,SMART,STK,USD,1,Unknown
AOMR,SMART,STK,USD,1,Unknown
AON,SMART,STK,USD,1,Financials
