# AEGIS V2 Universe Manifest — 2026-04-04 — Source: config/contracts.toml
symbol,exchange,sec_type,currency,leverage,sector
CTRE,SMART,STK,USD,1,Unknown
CTRI,SMART,STK,USD,1,Unknown
CTRN,SMART,STK,USD,1,Unknown
CTS,SMART,STK,USD,1,Unknown
CTSH,SMART,STK,USD,1,Information_Technology
CTVA,SMART,STK,USD,1,Materials
CTW,SMART,STK,USD,1,Unknown
CU.TO,SMART,STK,USD,1,Unknown
CUB,SMART,STK,USD,1,Unknown
CUBI,SMART,STK,USD,1,Unknown
CURB,SMART,STK,USD,1,Unknown
CURI,SMART,STK,USD,1,Unknown
CURR,SMART,STK,USD,1,Unknown
CURV,SMART,STK,USD,1,Unknown
CV,SMART,STK,USD,1,Unknown
CVBF,SMART,STK,USD,1,Unknown
CVCO,SMART,STK,USD,1,Unknown
CVGI,SMART,STK,USD,1,Unknown
CVGW,SMART,STK,USD,1,Unknown
CVI,SMART,STK,USD,1,Unknown
CVLG,SMART,STK,USD,1,Unknown
CVLT,SMART,STK,USD,1,Unknown
CVNA,SMART,STK,USD,1,Consumer_Discretionary
CVRX,SMART,STK,USD,1,Unknown
CVS,SMART,STK,USD,1,Health_Care
CVSA,SMART,STK,USD,1,Unknown
CVX,SMART,STK,USD,1,Energy
CWAN,SMART,STK,USD,1,Unknown
CWBC,SMART,STK,USD,1,Unknown
CWCO,SMART,STK,USD,1,Unknown
CWH,SMART,STK,USD,1,Unknown
CWK,SMART,STK,USD,1,Unknown
CWST,SMART,STK,USD,1,Unknown
CWT,SMART,STK,USD,1,Unknown
CXDO,SMART,STK,USD,1,Unknown
CXM,SMART,STK,USD,1,Unknown
CXW,SMART,STK,USD,1,Unknown
CYH,SMART,STK,USD,1,Unknown
CYRX,SMART,STK,USD,1,Unknown
CYTK,SMART,STK,USD,1,Unknown
CZFS,SMART,STK,USD,1,Unknown
CZNC,SMART,STK,USD,1,Unknown
CZR,SMART,STK,USD,1,Unknown
CZWI,SMART,STK,USD,1,Unknown
D,SMART,STK,USD,1,Utilities
DAKT,SMART,STK,USD,1,Unknown
DAL,SMART,STK,USD,1,Industrials
DAN,SMART,STK,USD,1,Unknown
DASH,SMART,STK,USD,1,Technology
DAVE,SMART,STK,USD,1,Unknown
DAWN,SMART,STK,USD,1,Unknown
DBD,SMART,STK,USD,1,Unknown
DBI,SMART,STK,USD,1,Unknown
DBRG,SMART,STK,USD,1,Unknown
DBVT,SMART,STK,USD,1,Unknown
DBX,SMART,STK,USD,1,Unknown
DC,SMART,STK,USD,1,Unknown
DCBO,SMART,STK,USD,1,Unknown
DCGO,SMART,STK,USD,1,Unknown
DCH,SMART,STK,USD,1,Unknown
DCO,SMART,STK,USD,1,Unknown
DCOM,SMART,STK,USD,1,Unknown
DCOMG,SMART,STK,USD,1,Unknown
DCOMP,SMART,STK,USD,1,Unknown
DCTH,SMART,STK,USD,1,Unknown
DD,SMART,STK,USD,1,Materials
DDD,SMART,STK,USD,1,Unknown
DDI,SMART,STK,USD,2,Unknown
DDOG,SMART,STK,USD,1,Technology
DE,SMART,STK,USD,1,Industrial
DEA,SMART,STK,USD,1,Unknown
DEC,SMART,STK,USD,1,Unknown
DECK,SMART,STK,USD,1,Consumer_Discretionary
DEFT,SMART,STK,USD,1,Unknown
DEI,SMART,STK,USD,1,Unknown
DELL,SMART,STK,USD,1,Information_Technology
DERM,SMART,STK,USD,1,Unknown
DFDV,SMART,STK,USD,1,Unknown
DFH,SMART,STK,USD,1,Unknown
DFIN,SMART,STK,USD,1,Unknown
DFTX,SMART,STK,USD,1,Unknown
DGICA,SMART,STK,USD,1,Unknown
DGICB,SMART,STK,USD,1,Unknown
DGII,SMART,STK,USD,1,Unknown
DGNX,SMART,STK,USD,1,Unknown
DGX,SMART,STK,USD,1,Health_Care
DGXX,SMART,STK,USD,1,Unknown
DH,SMART,STK,USD,1,Unknown
DHC,SMART,STK,USD,1,Unknown
DHCNI,SMART,STK,USD,1,Unknown
DHCNL,SMART,STK,USD,1,Unknown
DHI,SMART,STK,USD,1,Consumer_Discretionary
DHIL,SMART,STK,USD,1,Unknown
DHR,SMART,STK,USD,1,Healthcare
DHT,SMART,STK,USD,1,Unknown
DIA,SMART,STK,USD,1,ETF_Broad
DIBS,SMART,STK,USD,1,Unknown
DIN,SMART,STK,USD,1,Unknown
DIOD,SMART,STK,USD,1,Unknown
DIS,SMART,STK,USD,1,Entertainment
DJCO,SMART,STK,USD,1,Unknown
DJT,SMART,STK,USD,1,Unknown
DJTWW,SMART,STK,USD,1,Unknown
DK,SMART,STK,USD,1,Unknown
DKNG,SMART,STK,USD,1,Unknown
DLHC,SMART,STK,USD,1,Unknown
DLO,SMART,STK,USD,1,Unknown
DLR,SMART,STK,USD,1,Real_Estate
DLTH,SMART,STK,USD,1,Unknown
DLTR,SMART,STK,USD,1,Consumer_Staples
DLX,SMART,STK,USD,1,Unknown
DMAC,SMART,STK,USD,1,Unknown
DMLP,SMART,STK,USD,1,Unknown
DMRA,SMART,STK,USD,1,Unknown
DMRC,SMART,STK,USD,1,Unknown
DNA,SMART,STK,USD,1,Unknown
DNLI,SMART,STK,USD,1,Unknown
DNOW,SMART,STK,USD,1,Unknown
DNTH,SMART,STK,USD,1,Unknown
DNUT,SMART,STK,USD,1,Unknown
DOC,SMART,STK,USD,1,Real_Estate
DOCN,SMART,STK,USD,1,Unknown
DOCU,SMART,STK,USD,1,Unknown
DOL.TO,SMART,STK,USD,1,Unknown
DOLE,SMART,STK,USD,1,Unknown
DOMO,SMART,STK,USD,1,Unknown
DOO,SMART,STK,USD,1,Unknown
DORM,SMART,STK,USD,1,Unknown
DOUG,SMART,STK,USD,1,Unknown
DOV,SMART,STK,USD,1,Industrials
DOW,SMART,STK,USD,1,Materials
DOX,SMART,STK,USD,1,Unknown
DOYU,SMART,STK,USD,1,Unknown
DPRO,SMART,STK,USD,1,Unknown
DPZ,SMART,STK,USD,1,Consumer_Discretionary
DRH,SMART,STK,USD,1,Unknown
DRI,SMART,STK,USD,1,Consumer_Discretionary
DRS,SMART,STK,USD,1,Unknown
DRTS,SMART,STK,USD,1,Unknown
DRTSW,SMART,STK,USD,1,Unknown
DRUG,SMART,STK,USD,1,Unknown
DRVN,SMART,STK,USD,1,Unknown
DSGN,SMART,STK,USD,1,Unknown
DSGR,SMART,STK,USD,1,Unknown
DSGX,SMART,STK,USD,1,Unknown
DSP,SMART,STK,USD,1,Unknown
DTCX,SMART,STK,USD,1,Unknown
DTI,SMART,STK,USD,1,Unknown
DTIL,SMART,STK,USD,1,Unknown
DUK,SMART,STK,USD,1,Utilities
DUOL,SMART,STK,USD,1,Unknown
DUOT,SMART,STK,USD,1,Unknown
DVA,SMART,STK,USD,1,Health_Care
DVLT,SMART,STK,USD,1,Unknown
DVN,SMART,STK,USD,1,Energy
DWSN,SMART,STK,USD,1,Unknown
DWTX,SMART,STK,USD,1,Unknown
DX,SMART,STK,USD,1,Unknown
DXCM,SMART,STK,USD,1,Health_Care
DXPE,SMART,STK,USD,1,Unknown
DY,SMART,STK,USD,1,Unknown
DYN,SMART,STK,USD,1,Unknown
EA,SMART,STK,USD,1,Entertainment
EAT,SMART,STK,USD,1,Unknown
EBAY,SMART,STK,USD,1,Consumer_Discretionary
EBC,SMART,STK,USD,1,Unknown
EBF,SMART,STK,USD,1,Unknown
EBMT,SMART,STK,USD,1,Unknown
EBS,SMART,STK,USD,1,Unknown
ECBK,SMART,STK,USD,1,Unknown
ECL,SMART,STK,USD,1,Materials
ECPG,SMART,STK,USD,1,Unknown
ECVT,SMART,STK,USD,1,Unknown
ECX,SMART,STK,USD,1,Unknown
ED,SMART,STK,USD,1,Utilities
EDAP,SMART,STK,USD,1,Unknown
EDIT,SMART,STK,USD,1,Unknown
EE,SMART,STK,USD,1,Unknown
EEFT,SMART,STK,USD,1,Unknown
EEX,SMART,STK,USD,1,Unknown
EFC,SMART,STK,USD,1,Unknown
EFSC,SMART,STK,USD,1,Unknown
EFSCP,SMART,STK,USD,1,Unknown
EFSI,SMART,STK,USD,1,Unknown
EFX,SMART,STK,USD,1,Industrials
EG,SMART,STK,USD,1,Financials
EGAN,SMART,STK,USD,1,Unknown
EGBN,SMART,STK,USD,1,Unknown
EGHT,SMART,STK,USD,1,Unknown
EGY,SMART,STK,USD,1,Unknown
EH,SMART,STK,USD,1,Unknown
EHAB,SMART,STK,USD,1,Unknown
EHTH,SMART,STK,USD,1,Unknown
EIG,SMART,STK,USD,1,Unknown
EIKN,SMART,STK,USD,1,Unknown
EIX,SMART,STK,USD,1,Utilities
ELA,SMART,STK,USD,1,Unknown
ELDN,SMART,STK,USD,1,Unknown
ELE,SMART,STK,USD,1,Unknown
ELMD,SMART,STK,USD,1,Unknown
ELTX,SMART,STK,USD,1,Unknown
ELV,SMART,STK,USD,1,Health_Care
ELVA,SMART,STK,USD,1,Unknown
ELVN,SMART,STK,USD,1,Unknown
ELVR,SMART,STK,USD,1,Unknown
EM,SMART,STK,USD,1,Unknown
EMA.TO,SMART,STK,USD,1,Unknown
EMBC,SMART,STK,USD,1,Unknown
EME,SMART,STK,USD,1,Industrials
EML,SMART,STK,USD,1,Unknown
EMR,SMART,STK,USD,1,Industrials
ENB.TO,SMART,STK,USD,1,Unknown
ENGN,SMART,STK,USD,1,Unknown
ENGNW,SMART,STK,USD,1,Unknown
ENLT,SMART,STK,USD,1,Unknown
ENLV,SMART,STK,USD,1,Unknown
ENOV,SMART,STK,USD,1,Unknown
ENPH,SMART,STK,USD,1,Energy
ENS,SMART,STK,USD,1,Unknown
ENSG,SMART,STK,USD,1,Unknown
ENTA,SMART,STK,USD,1,Unknown
ENTG,SMART,STK,USD,1,Unknown
ENVA,SMART,STK,USD,1,Unknown
ENVX,SMART,STK,USD,1,Unknown
EOG,SMART,STK,USD,1,Energy
EOLS,SMART,STK,USD,1,Unknown
EOSE,SMART,STK,USD,1,Unknown
EP,SMART,STK,USD,1,Unknown
EPAC,SMART,STK,USD,1,Unknown
EPAM,SMART,STK,USD,1,Information_Technology
EPC,SMART,STK,USD,1,Unknown
EPM,SMART,STK,USD,1,Unknown
EPRT,SMART,STK,USD,1,Unknown
EPRX,SMART,STK,USD,1,Unknown
EPSN,SMART,STK,USD,1,Unknown
EQ,SMART,STK,USD,1,Unknown
EQBK,SMART,STK,USD,1,Unknown
EQIX,SMART,STK,USD,1,Real_Estate
EQPT,SMART,STK,USD,1,Unknown
EQR,SMART,STK,USD,1,Real_Estate
EQT,SMART,STK,USD,1,Energy
ERAS,SMART,STK,USD,1,Unknown
ERIC,SMART,STK,USD,1,Unknown
ERIE,SMART,STK,USD,1,Financials
ERII,SMART,STK,USD,1,Unknown
ES,SMART,STK,USD,1,Utilities
ESCA,SMART,STK,USD,1,Unknown
ESE,SMART,STK,USD,1,Unknown
ESEA,SMART,STK,USD,1,Unknown
ESLT,SMART,STK,USD,1,Unknown
ESNT,SMART,STK,USD,1,Unknown
ESOA,SMART,STK,USD,1,Unknown
ESPR,SMART,STK,USD,1,Unknown
ESQ,SMART,STK,USD,1,Unknown
ESRT,SMART,STK,USD,1,Unknown
ESS,SMART,STK,USD,1,Real_Estate
ESTA,SMART,STK,USD,1,Unknown
ETD,SMART,STK,USD,1,Unknown
ETN,SMART,STK,USD,1,Industrials
ETON,SMART,STK,USD,1,Unknown
ETOR,SMART,STK,USD,1,Unknown
ETR,SMART,STK,USD,1,Utilities
EU,SMART,STK,USD,1,Unknown
EVC,SMART,STK,USD,1,Unknown
EVCM,SMART,STK,USD,1,Unknown
EVER,SMART,STK,USD,1,Unknown
EVEX,SMART,STK,USD,1,Unknown
EVGO,SMART,STK,USD,1,Unknown
EVH,SMART,STK,USD,1,Unknown
EVI,SMART,STK,USD,1,Unknown
EVLV,SMART,STK,USD,1,Unknown
EVO,SMART,STK,USD,1,Unknown
EVRG,SMART,STK,USD,1,Utilities
EVTC,SMART,STK,USD,1,Unknown
EW,SMART,STK,USD,1,Health_Care
EWBC,SMART,STK,USD,1,Unknown
EWCZ,SMART,STK,USD,1,Unknown
EWTX,SMART,STK,USD,1,Unknown
EXAS,SMART,STK,USD,1,Unknown
EXC,SMART,STK,USD,1,Utilities
EXE,SMART,STK,USD,1,Energy
EXEL,SMART,STK,USD,1,Unknown
EXFY,SMART,STK,USD,1,Unknown
EXLS,SMART,STK,USD,1,Unknown
EXPD,SMART,STK,USD,1,Industrials
EXPE,SMART,STK,USD,1,Travel
EXPI,SMART,STK,USD,1,Unknown
EXPO,SMART,STK,USD,1,Unknown
EXR,SMART,STK,USD,1,Real_Estate
EXTR,SMART,STK,USD,1,Unknown
EYE,SMART,STK,USD,1,Unknown
EYPT,SMART,STK,USD,1,Unknown
EZPW,SMART,STK,USD,1,Unknown
F,SMART,STK,USD,1,Automotive
FA,SMART,STK,USD,1,Unknown
FANG,SMART,STK,USD,1,Energy
FAST,SMART,STK,USD,1,Industrials
FATE,SMART,STK,USD,1,Unknown
FB,SMART,STK,USD,1,Unknown
FBIO,SMART,STK,USD,1,Unknown
FBIOP,SMART,STK,USD,1,Unknown
FBIZ,SMART,STK,USD,1,Unknown
FBK,SMART,STK,USD,1,Unknown
FBLA,SMART,STK,USD,1,Unknown
FBNC,SMART,STK,USD,1,Unknown
FBP,SMART,STK,USD,1,Unknown
FBRT,SMART,STK,USD,1,Unknown
FBRX,SMART,STK,USD,1,Unknown
FBYD,SMART,STK,USD,1,Unknown
FBYDW,SMART,STK,USD,1,Unknown
FC,SMART,STK,USD,1,Unknown
FCAP,SMART,STK,USD,1,Unknown
FCBC,SMART,STK,USD,1,Unknown
FCCO,SMART,STK,USD,1,Unknown
FCEL,SMART,STK,USD,1,Unknown
FCF,SMART,STK,USD,1,Unknown
FCFS,SMART,STK,USD,1,Unknown
FCNCA,SMART,STK,USD,1,Unknown
FCNCN,SMART,STK,USD,1,Unknown
FCNCO,SMART,STK,USD,1,Unknown
FCNCP,SMART,STK,USD,1,Unknown
FCPT,SMART,STK,USD,1,Unknown
FCX,SMART,STK,USD,1,Materials
FDBC,SMART,STK,USD,1,Unknown
FDMT,SMART,STK,USD,1,Unknown
FDP,SMART,STK,USD,1,Unknown
FDS,SMART,STK,USD,1,Financials
FDSB,SMART,STK,USD,1,Unknown
FDUS,SMART,STK,USD,1,Unknown
FDX,SMART,STK,USD,1,Industrials
FE,SMART,STK,USD,1,Utilities
FEAM,SMART,STK,USD,1,Unknown
FEIM,SMART,STK,USD,1,Unknown
FELE,SMART,STK,USD,1,Unknown
FENC,SMART,STK,USD,1,Unknown
FER,SMART,STK,USD,1,Industrials
FET,SMART,STK,USD,1,Unknown
FF,SMART,STK,USD,1,Unknown
FFAI,SMART,STK,USD,1,Unknown
FFBC,SMART,STK,USD,1,Unknown
FFIC,SMART,STK,USD,1,Unknown
FFIN,SMART,STK,USD,1,Unknown
FFIV,SMART,STK,USD,1,Information_Technology
FFWM,SMART,STK,USD,1,Unknown
FG,SMART,STK,USD,1,Unknown
FGBI,SMART,STK,USD,1,Unknown
FGBIP,SMART,STK,USD,1,Unknown
FGMC,SMART,STK,USD,1,Unknown
FGNXP,SMART,STK,USD,1,Unknown
FHB,SMART,STK,USD,1,Unknown
FHTX,SMART,STK,USD,1,Unknown
FIBK,SMART,STK,USD,1,Unknown
FICO,SMART,STK,USD,1,Information_Technology
FIGR,SMART,STK,USD,1,Unknown
FIGS,SMART,STK,USD,1,Unknown
FIHL,SMART,STK,USD,1,Unknown
FINW,SMART,STK,USD,1,Unknown
FIP,SMART,STK,USD,1,Unknown
FIS,SMART,STK,USD,1,Financials
FISI,SMART,STK,USD,1,Unknown
FISV,SMART,STK,USD,1,Financials
FITB,SMART,STK,USD,1,Financials
FITBI,SMART,STK,USD,1,Unknown
FITBM,SMART,STK,USD,1,Unknown
FITBO,SMART,STK,USD,1,Unknown
FITBP,SMART,STK,USD,1,Unknown
FIVE,SMART,STK,USD,1,Unknown
FIVN,SMART,STK,USD,1,Unknown
FIX,SMART,STK,USD,1,Industrials
FIZZ,SMART,STK,USD,1,Unknown
FLEX,SMART,STK,USD,1,Unknown
FLG,SMART,STK,USD,1,Unknown
FLGT,SMART,STK,USD,1,Unknown
FLL,SMART,STK,USD,1,Unknown
FLNA,SMART,STK,USD,1,Unknown
FLNC,SMART,STK,USD,1,Unknown
FLNG,SMART,STK,USD,1,Unknown
FLNT,SMART,STK,USD,1,Unknown
FLOC,SMART,STK,USD,1,Unknown
FLR,SMART,STK,USD,1,Unknown
FLWS,SMART,STK,USD,1,Unknown
FLX,SMART,STK,USD,1,Unknown
FLXS,SMART,STK,USD,1,Unknown
FLY,SMART,STK,USD,1,Unknown
FLYW,SMART,STK,USD,1,Unknown
FM.TO,SMART,STK,USD,1,Unknown
FMAO,SMART,STK,USD,1,Unknown
FMBH,SMART,STK,USD,1,Unknown
FMNB,SMART,STK,USD,1,Unknown
FN,SMART,STK,USD,1,Unknown
FNGR,SMART,STK,USD,1,Unknown
FNKO,SMART,STK,USD,1,Unknown
FNLC,SMART,STK,USD,1,Unknown
FNV.TO,SMART,STK,USD,1,Unknown
FNWB,SMART,STK,USD,1,Unknown
FNWD,SMART,STK,USD,1,Unknown
FOA,SMART,STK,USD,1,Unknown
FOLD,SMART,STK,USD,1,Unknown
FONR,SMART,STK,USD,1,Unknown
FOR,SMART,STK,USD,1,Unknown
FORM,SMART,STK,USD,1,Unknown
FORR,SMART,STK,USD,1,Unknown
FORTY,SMART,STK,USD,1,Unknown
FOSL,SMART,STK,USD,1,Unknown
FOX,SMART,STK,USD,1,Communication_Services
FOXA,SMART,STK,USD,1,Communication_Services
FOXF,SMART,STK,USD,1,Unknown
FPI,SMART,STK,USD,1,Unknown
FRAF,SMART,STK,USD,1,Unknown
FRBA,SMART,STK,USD,1,Unknown
FRD,SMART,STK,USD,1,Unknown
FRHC,SMART,STK,USD,1,Unknown
FRME,SMART,STK,USD,1,Unknown
FRMEP,SMART,STK,USD,1,Unknown
FRMI,SMART,STK,USD,1,Unknown
FROG,SMART,STK,USD,1,Unknown
FRPH,SMART,STK,USD,1,Unknown
FRPT,SMART,STK,USD,1,Unknown
FRSH,SMART,STK,USD,1,Unknown
FRST,SMART,STK,USD,1,Unknown
FRT,SMART,STK,USD,1,Real_Estate
FSBC,SMART,STK,USD,1,Unknown
FSBW,SMART,STK,USD,1,Unknown
FSLR,SMART,STK,USD,1,Energy
FSLY,SMART,STK,USD,1,Unknown
FSP,SMART,STK,USD,1,Unknown
FSS,SMART,STK,USD,1,Unknown
FSTR,SMART,STK,USD,1,Unknown
FSUN,SMART,STK,USD,1,Unknown
FSV,SMART,STK,USD,1,Unknown
FTAI,SMART,STK,USD,1,Unknown
FTAIM,SMART,STK,USD,1,Unknown
FTAIN,SMART,STK,USD,1,Unknown
FTDR,SMART,STK,USD,1,Unknown
FTK,SMART,STK,USD,1,Unknown
FTLF,SMART,STK,USD,1,Unknown
FTNT,SMART,STK,USD,1,Technology
FTRE,SMART,STK,USD,1,Unknown
FTS.TO,SMART,STK,USD,1,Unknown
FTV,SMART,STK,USD,1,Industrials
FUBO,SMART,STK,USD,1,Unknown
FUFU,SMART,STK,USD,1,Unknown
FUL,SMART,STK,USD,1,Unknown
FULC,SMART,STK,USD,1,Unknown
FULT,SMART,STK,USD,1,Unknown
FULTP,SMART,STK,USD,1,Unknown
FUN,SMART,STK,USD,1,Unknown
FUNC,SMART,STK,USD,1,Unknown
FUND,SMART,STK,USD,1,Unknown
FUSB,SMART,STK,USD,1,Unknown
FUTU,SMART,STK,USD,1,Unknown
FVCB,SMART,STK,USD,1,Unknown
FVR,SMART,STK,USD,1,Unknown
FWDI,SMART,STK,USD,1,Unknown
FWONA,SMART,STK,USD,1,Unknown
FWONK,SMART,STK,USD,1,Unknown
FWRD,SMART,STK,USD,1,Unknown
FWRG,SMART,STK,USD,1,Unknown
FXNC,SMART,STK,USD,1,Unknown
GABC,SMART,STK,USD,1,Unknown
GAIA,SMART,STK,USD,1,Unknown
GAIN,SMART,STK,USD,1,Unknown
GAINN,SMART,STK,USD,1,Unknown
GAINZ,SMART,STK,USD,1,Unknown
GALT,SMART,STK,USD,1,Unknown
GAMB,SMART,STK,USD,1,Unknown
GANX,SMART,STK,USD,1,Unknown
GASS,SMART,STK,USD,1,Unknown
GATX,SMART,STK,USD,1,Unknown
GBCI,SMART,STK,USD,1,Unknown
GBDC,SMART,STK,USD,1,Unknown
GBFH,SMART,STK,USD,1,Unknown
GBLI,SMART,STK,USD,1,Unknown
GBTG,SMART,STK,USD,1,Unknown
GBX,SMART,STK,USD,1,Unknown
GCBC,SMART,STK,USD,1,Unknown
GCL,SMART,STK,USD,1,Unknown
GCMG,SMART,STK,USD,1,Unknown
GCO,SMART,STK,USD,1,Unknown
GCT,SMART,STK,USD,1,Unknown
GD,SMART,STK,USD,1,Industrials
GDC,SMART,STK,USD,1,Unknown
GDDY,SMART,STK,USD,1,Information_Technology
GDEN,SMART,STK,USD,1,Unknown
GDEV,SMART,STK,USD,1,Unknown
GDOT,SMART,STK,USD,1,Unknown
GDRX,SMART,STK,USD,1,Unknown
GDS,SMART,STK,USD,1,Unknown
GDYN,SMART,STK,USD,1,Unknown
GE,SMART,STK,USD,1,Industrial
GEBN.SW,SMART,STK,USD,1,Unknown
GEF,SMART,STK,USD,1,Unknown
GEGGL,SMART,STK,USD,1,Unknown
GEHC,SMART,STK,USD,1,Health_Care
GEMI,SMART,STK,USD,1,Unknown
GEN,SMART,STK,USD,1,Information_Technology
GENB,SMART,STK,USD,1,Unknown
GENC,SMART,STK,USD,1,Unknown
GENI,SMART,STK,USD,1,Unknown
GENVR,SMART,STK,USD,1,Unknown
GEO,SMART,STK,USD,1,Unknown
GEOS,SMART,STK,USD,1,Unknown
GERN,SMART,STK,USD,1,Unknown
GETY,SMART,STK,USD,1,Unknown
GEV,SMART,STK,USD,1,Industrials
GEVO,SMART,STK,USD,1,Unknown
GFF,SMART,STK,USD,1,Unknown
GFS,SMART,STK,USD,1,Semiconductors
GGAL,SMART,STK,USD,1,Unknown
GH,SMART,STK,USD,1,Unknown
GHC,SMART,STK,USD,1,Unknown
GHM,SMART,STK,USD,1,Unknown
GHRS,SMART,STK,USD,1,Unknown
GIC,SMART,STK,USD,1,Unknown
GIGGU,SMART,STK,USD,1,Unknown
GIII,SMART,STK,USD,1,Unknown
GIL.TO,SMART,STK,USD,1,Unknown
GILD,SMART,STK,USD,1,Healthcare
GILT,SMART,STK,USD,1,Unknown
GIS,SMART,STK,USD,1,Consumer_Staples
GIVN.SW,SMART,STK,USD,1,Unknown
GKOS,SMART,STK,USD,1,Unknown
GL,SMART,STK,USD,1,Financials
GLAD,SMART,STK,USD,1,Unknown
GLBE,SMART,STK,USD,1,Unknown
GLDD,SMART,STK,USD,1,Unknown
GLIBA,SMART,STK,USD,1,Unknown
GLIBK,SMART,STK,USD,1,Unknown
GLNG,SMART,STK,USD,1,Unknown
GLOO,SMART,STK,USD,1,Unknown
GLPG,SMART,STK,USD,1,Unknown
GLPI,SMART,STK,USD,1,Unknown
GLRE,SMART,STK,USD,1,Unknown
GLSI,SMART,STK,USD,1,Unknown
GLUE,SMART,STK,USD,1,Unknown
GLW,SMART,STK,USD,1,Information_Technology
GLXY,SMART,STK,USD,1,Unknown
GM,SMART,STK,USD,1,Automotive
GMAB,SMART,STK,USD,1,Unknown
GNE,SMART,STK,USD,1,Unknown
GNK,SMART,STK,USD,1,Unknown
GNL,SMART,STK,USD,1,Unknown
GNLX,SMART,STK,USD,1,Unknown
GNRC,SMART,STK,USD,1,Industrials
GNSS,SMART,STK,USD,1,Unknown
GNTX,SMART,STK,USD,1,Unknown
GNW,SMART,STK,USD,1,Unknown
GO,SMART,STK,USD,1,Unknown
GOAI,SMART,STK,USD,1,Unknown
GOCO,SMART,STK,USD,1,Unknown
GOGO,SMART,STK,USD,1,Unknown
GOLD,SMART,STK,USD,1,Unknown
GOLF,SMART,STK,USD,1,Unknown
GOOD,SMART,STK,USD,1,Unknown
GOODN,SMART,STK,USD,1,Unknown
GOODO,SMART,STK,USD,1,Unknown
GOOG,SMART,STK,USD,1,Technology
GOOGL,SMART,STK,USD,1,Technology
GOSS,SMART,STK,USD,1,Unknown
GPC,SMART,STK,USD,1,Consumer_Discretionary
GPCR,SMART,STK,USD,1,Unknown
GPGI,SMART,STK,USD,1,Unknown
GPI,SMART,STK,USD,1,Unknown
GPN,SMART,STK,USD,1,Financials
GPOR,SMART,STK,USD,1,Unknown
GPRE,SMART,STK,USD,1,Unknown
GPRO,SMART,STK,USD,1,Unknown
GRAB,SMART,STK,USD,1,Unknown
GRABW,SMART,STK,USD,1,Unknown
GRAL,SMART,STK,USD,1,Unknown
GRBK,SMART,STK,USD,1,Unknown
GRC,SMART,STK,USD,1,Unknown
GRDN,SMART,STK,USD,1,Unknown
GREEL,SMART,STK,USD,1,Unknown
GRFS,SMART,STK,USD,1,Unknown
GRMN,SMART,STK,USD,1,Consumer_Discretionary
GRND,SMART,STK,USD,1,Unknown
GRNT,SMART,STK,USD,1,Unknown
GRPN,SMART,STK,USD,1,Unknown
GRRR,SMART,STK,USD,1,Unknown
GRVY,SMART,STK,USD,1,Unknown
GS,SMART,STK,USD,1,Finance
GSAT,SMART,STK,USD,1,Unknown
GSBC,SMART,STK,USD,1,Unknown
GSHD,SMART,STK,USD,1,Unknown
GSIT,SMART,STK,USD,1,Unknown
GSM,SMART,STK,USD,1,Unknown
GT,SMART,STK,USD,1,Unknown
GTLB,SMART,STK,USD,1,Unknown
GTLS,SMART,STK,USD,1,Unknown
GTM,SMART,STK,USD,1,Unknown
GTN,SMART,STK,USD,1,Unknown
GTX,SMART,STK,USD,1,Unknown
GTY,SMART,STK,USD,1,Unknown
GVA,SMART,STK,USD,1,Unknown
GWO.TO,SMART,STK,USD,1,Unknown
GWRS,SMART,STK,USD,1,Unknown
GWW,SMART,STK,USD,1,Industrials
GYRE,SMART,STK,USD,1,Unknown
H.TO,SMART,STK,USD,1,Unknown
HAE,SMART,STK,USD,1,Unknown
HAFC,SMART,STK,USD,1,Unknown
HAIN,SMART,STK,USD,1,Unknown
HAL,SMART,STK,USD,1,Energy
HALO,SMART,STK,USD,1,Unknown
HAS,SMART,STK,USD,1,Consumer_Discretionary
HASI,SMART,STK,USD,1,Unknown
HBAN,SMART,STK,USD,1,Financials
HBANL,SMART,STK,USD,1,Unknown
HBANM,SMART,STK,USD,1,Unknown
HBANP,SMART,STK,USD,1,Unknown
HBANZ,SMART,STK,USD,1,Unknown
HBB,SMART,STK,USD,1,Unknown
HBCP,SMART,STK,USD,1,Unknown
HBNB,SMART,STK,USD,1,Unknown
HBNC,SMART,STK,USD,1,Unknown
HBT,SMART,STK,USD,1,Unknown
HCA,SMART,STK,USD,1,Health_Care
HCAT,SMART,STK,USD,1,Unknown
HCC,SMART,STK,USD,1,Unknown
HCI,SMART,STK,USD,1,Unknown
HCKT,SMART,STK,USD,1,Unknown
HCM,SMART,STK,USD,1,Unknown
HCMA,SMART,STK,USD,1,Unknown
HCSG,SMART,STK,USD,1,Unknown
HD,SMART,STK,USD,1,Retail
HDL,SMART,STK,USD,1,Unknown
HDSN,SMART,STK,USD,1,Unknown
HE,SMART,STK,USD,1,Unknown
HELE,SMART,STK,USD,1,Unknown
HELP,SMART,STK,USD,1,Unknown
HEPS,SMART,STK,USD,1,Unknown
HERE,SMART,STK,USD,1,Unknown
HFFG,SMART,STK,USD,1,Unknown
HFWA,SMART,STK,USD,1,Unknown
HG,SMART,STK,USD,1,Unknown
HGV,SMART,STK,USD,1,Unknown
HIFS,SMART,STK,USD,1,Unknown
HIG,SMART,STK,USD,1,Financials
HII,SMART,STK,USD,1,Industrials
HIMS,SMART,STK,USD,1,Unknown
